captured_at,static_rank,team_name,team_id,submission_id,leaderboard_score,episodes,wins,losses,draws,win_rate,win_rate_wilson_lcb95,sample_sufficiency_to_500,selection_score_65_lcb_35_volume,window_censored,archetype,deck_sha256,strict_500_eligible,strict_win_rate_order,mandatory_lumen,meets_200_episode_floor,selected_roster_order,package_name,sample_episode_id
2026-07-22T21:15:27.634743+00:00,83,e-toppo + kurupical,16371829,54851392,1008.0,168,93,75,0,0.5535714285714286,0.4780371524718798,0.336,0.42832414910672184,False,Alakazam / Dudunsparce,4c250247307118a45a2b02f3cd38e4fa1b8e18ccd0787dfa780d477a78b7ac50,False,,False,False,,rank_083_alakazam_bc,87535042
2026-07-22T21:15:27.634743+00:00,84,Oshbocker,16404352,54891449,1007.0,63,38,25,0,0.6031746031746031,0.4798091851165745,0.126,0.35597597032577344,False,Hydrapple ex / Ogerpon,fb127783f8a4ad8e52124e80c6940c958b64029b0aef75f8361800cfee0face6,False,,False,False,,rank_084_hydrapple_ex_bc,87530343
2026-07-22T21:15:27.634743+00:00,85,theredbluepill,16425934,54890050,1006.5,73,46,27,0,0.6301369863013698,0.5154938517000786,0.146,0.3861710036050511,False,Marnie's Grimmsnarl ex / Froslass,e2e03fe8ef9592b1204c159a7725da3945675fa872b1e18baca550560503a78e,False,,False,False,,rank_085_marnies_grimmsnarl_ex_bc,87528119
2026-07-22T21:15:27.634743+00:00,86,Topdecking is All You Need,16375779,54857425,1006.0,138,83,55,0,0.6014492753623188,0.5180822383990863,0.276,0.43335345495940614,False,Cynthia's Garchomp ex / Roserade,4c5291c627fd385e3a4f48f50dd22bb5d7de697ca7593a8f69a2e79cf1c17421,False,,False,False,,rank_086_cynthias_garchomp_ex_bc,87529257
2026-07-22T21:15:27.634743+00:00,87,Dominic Peel,16514272,54898498,1005.7,74,50,24,0,0.6756756756756757,0.5626529887491833,0.148,0.4175244426869692,False,Alakazam / Dudunsparce,3f4515092dc59df397f365a9b79c7cf0c1cb73b9aa38bc47c1b18e9df4c2fdaf,False,,False,False,,rank_087_alakazam_bc,87528024
2026-07-22T21:15:27.634743+00:00,88,less,16541765,54906016,1005.1,76,45,31,0,0.5921052631578947,0.4797855251743951,0.152,0.3650605913633568,False,Marnie's Grimmsnarl ex / Froslass,c20a8a46f5c635773754f03103652f5c534b13dc622448ed2255a97234c103af,False,,False,False,,rank_088_marnies_grimmsnarl_ex_bc,87534027
2026-07-22T21:15:27.634743+00:00,89,shg195,16374432,54873233,1004.3,148,90,58,0,0.6081081081081081,0.5276775959527483,0.296,0.4465904373692864,False,N's Zoroark ex,5925361e556ca30e70f866fec82e0ec6edbbbb68b3fb00f5ce8f6c542c94395f,False,,False,False,,rank_089_ns_zoroark_ex_bc,87533397
2026-07-22T21:15:27.634743+00:00,90,Larry,16470414,54758108,1004.1,122,55,67,0,0.45081967213114754,0.36537290238803116,0.244,0.32289238655222025,False,Alakazam / Dudunsparce,3f4515092dc59df397f365a9b79c7cf0c1cb73b9aa38bc47c1b18e9df4c2fdaf,False,,False,False,,rank_090_alakazam_bc,87522585
2026-07-22T21:15:27.634743+00:00,91,Aji Samudra,16391514,54911298,1002.5,25,18,7,0,0.72,0.5242339480963842,0.05,0.35825206626264977,False,Team Rocket's Mewtwo ex / Spidops,71861f2fe5b952d2af37fa02168a81b4f1d7f81ef2c37926035787f7f6110a43,False,,False,False,,rank_091_team_rockets_mewtwo_ex_bc,87534896
2026-07-22T21:15:27.634743+00:00,92,capbloo,16391443,54870011,1002.2,108,68,40,0,0.6296296296296297,0.5355697359856004,0.216,0.4237203283906403,False,Alakazam / Dudunsparce,9ebdbd09b3764a1336a28bf100a23f570eb0e85fa0cdd6c059284ca72d59d654,False,,False,False,,rank_092_alakazam_bc,87533549
2026-07-22T21:15:27.634743+00:00,93,Michael Long,16385080,54735721,1001.9,570,290,280,0,0.5087719298245614,0.46781015392008685,1.0,0.6540766000480565,False,Alakazam / Dudunsparce,62e21c58ae2c28a22b68bea6b7f95e0e233372509e263689cc269d00b5bebe21,True,5,False,True,8,rank_093_alakazam_bc,87535114
2026-07-22T21:15:27.634743+00:00,94,Shardul Gharat,16371474,54800676,1001.8,287,153,134,0,0.5331010452961672,0.4753250204876872,0.574,0.5098612633169967,False,Alakazam / Dudunsparce,f1776ee333fe625be829c895cbea25cf1673250f957e40d6c0b1bd58541cb8e6,False,,False,True,20,rank_094_alakazam_bc,87534607
2026-07-22T21:15:27.634743+00:00,95,moya,16399063,54892839,1000.1,70,43,27,0,0.6142857142857143,0.49715735589304233,0.14,0.3721522813304775,False,Mega Kangaskhan ex / Crustle,747769779b60ad8db730b0b238414abb1e47936349cc72c83ff79c2ffacf31bc,False,,False,False,,rank_095_mega_kangaskhan_ex_bc,87529744
2026-07-22T21:15:27.634743+00:00,96,hikarimaru,16376773,54869106,999.7,107,70,37,0,0.6542056074766355,0.5601553246461378,0.214,0.43900096101998964,False,Brambleghast / Comfey,7dff53e2f0060812436279feb311c8600be9adef4618415cf34ad6e2596508bb,False,,False,False,,rank_096_brambleghast_bc,87529203
2026-07-22T21:15:27.634743+00:00,97,Chua Zheng Wei Brian,16382034,54867186,999.3,137,84,53,0,0.6131386861313869,0.5295596160803515,0.274,0.4401137504522285,False,Archaludon ex / Cinderace,6449a1311f0c40a358f0fe63f9cc9f1cceb67f1f9b7f5a255fd7c764bff2cde2,False,,False,False,,rank_097_archaludon_ex_bc,87534527
2026-07-22T21:15:27.634743+00:00,98,mitomeat823,16471628,54411920,999.2,1000,527,473,0,0.527,0.49601123450986134,1.0,0.6724073024314099,True,Mega Lucario ex / Solrock,798608188147ee6641b079f320dfeb03a329452bc1cbc51cc3f8eedb8d53ef2d,True,4,False,True,6,rank_098_mega_lucario_ex_bc,87533464
2026-07-22T21:15:27.634743+00:00,99,NorthStar,16397982,54899176,997.8,73,47,26,0,0.6438356164383562,0.5293349749798597,0.146,0.3951677337369088,False,Alakazam / Dudunsparce,3f4515092dc59df397f365a9b79c7cf0c1cb73b9aa38bc47c1b18e9df4c2fdaf,False,,False,False,,rank_099_alakazam_bc,87533925
2026-07-22T21:15:27.634743+00:00,100,insuperabilehart,16431331,54907796,995.3,59,36,23,0,0.6101694915254238,0.4826634180541162,0.118,0.35503122173517554,False,Alakazam / Dudunsparce,f1776ee333fe625be829c895cbea25cf1673250f957e40d6c0b1bd58541cb8e6,False,,False,False,,rank_100_alakazam_bc,87533037
